lat,lon,Year,grey_or_prev,Technique,Latitude,Longitude,Disturbance,Objective,Coral_Species,Genera,Post_monitoring_length_(months),survival,rest_sp_n,rest_gen_n,remoteness,cumulative_impacts_mean,cumulative_impacts_trend,artisanal_fishing_mean,commercial_fishing_demersal_destructive_mean,commercial_fishing_demersal_nondestructive_high_bycatch_mean,commercial_fishing_demersal_nondestructive_low_bycatch_mean,commercial_fishing_pelagic_high_bycatch_mean,commercial_fishing_pelagic_low_bycatch_mean,direct_human_mean,light_mean,nutrient_pollution_mean,oa_mean,organic_chemical_pollution_mean,shipping_mean,slr_mean,sst_mean,artisanal_fishing_trend,commercial_fishing_demersal_destructive_trend,commercial_fishing_demersal_nondestructive_high_bycatch_trend,commercial_fishing_demersal_nondestructive_low_bycatch_trend,commercial_fishing_pelagic_high_bycatch_trend,commercial_fishing_pelagic_low_bycatch_trend,direct_human_trend,light_trend,nutrient_pollution_trend,oa_trend,organic_chemical_pollution_trend,shipping_trend,slr_trend,sst_trend,survival
212,282,2015,peer_rev,Nursery_Phase,-16.402684,-38.981778,None,7,NA,Millepora,3,100,NA,1,0.1152955,1.02561447322831,0.033573336499772,0.056366835,0.014806587,0.005752137,0.00028413057,0.008369632,0.0027570555,0.019638956,0.0066646812,0.11558329,0.14120789,0.032953363,0.47352532,0.13651979,0.01118482,3.619512373751E-05,-0.000121482554823,-0.000526993639175,4.56500309065239E-05,-8.87219836427406E-05,0.000127373489721,5.62120567668576E-05,0.000631977943704,0.003180322863839,0.004644395681945,0.00253720767796,0.009075506708839,0.009930492734367,0.004045200365627,100
177,567,2014,peer_rev,Nursery_Phase,1.2064868,103.7709177,None,1,Pachyseris speciosa;Pectinia paeonia,Pectinia,5,81.05,2,1,0.036108926,2.53252573912455,0.01748180848504,0.056714248,0.1325967,0.2053423,0.014968162,0.035660457,0.01754737,0.35445425,0.23978853,0.40155584,0.09595371,0.13795301,0.5193902,0.19807602,0.122524865,-0.000387174534527,-0.004540311477401,-0.041681974161078,0.004265223437158,-0.002523678168654,-0.000796020124108,0.002158667553555,0.015344395691698,-0.003711146116257,0.003254747932607,-0.004424798962745,0.005715184049173,0.016029425202446,0.028779268163172,81.05
144,225,2001,peer_rev,Nursery_Phase,17.9749654,-67.0465664,None,7,Acropora cervicornis,Acropora,7,NA,1,1,0.1599731,1.52038613135125,0.118447521665671,0.0008106911,0.000648232,0.00043671156,8.0155354E-05,0.00046235722,0.00026778673,0.01107622,0.0025120839,0,0.27302378,0,0.34024873,0.024349459,0.8664699,-4.65460132214833E-05,-5.42037081190342E-05,-3.46554660857443E-05,2.19509563810954E-05,-3.99862934665924E-05,2.85729710991621E-05,2.21066854216839E-05,0.000192335081837,0,9.0051510117279E-05,0,-0.003427847407081,0.000642361271788,0.121053382077,NA
144,225,2001,peer_rev,Nursery_Phase,17.9749654,-67.0465664,None,7,Acropora cervicornis,Acropora,6,NA,1,1,0.1599731,1.52038613135125,0.118447521665671,0.0008106911,0.000648232,0.00043671156,8.0155354E-05,0.00046235722,0.00026778673,0.01107622,0.0025120839,0,0.27302378,0,0.34024873,0.024349459,0.8664699,-4.65460132214833E-05,-5.42037081190342E-05,-3.46554660857443E-05,2.19509563810954E-05,-3.99862934665924E-05,2.85729710991621E-05,2.21066854216839E-05,0.000192335081837,0,9.0051510117279E-05,0,-0.003427847407081,0.000642361271788,0.121053382077,NA
144,225,2001,peer_rev,Nursery_Phase,17.9749654,-67.0465664,None,7,Acropora cervicornis,Acropora,7,NA,1,1,0.1599731,1.52038613135125,0.118447521665671,0.0008106911,0.000648232,0.00043671156,8.0155354E-05,0.00046235722,0.00026778673,0.01107622,0.0025120839,0,0.27302378,0,0.34024873,0.024349459,0.8664699,-4.65460132214833E-05,-5.42037081190342E-05,-3.46554660857443E-05,2.19509563810954E-05,-3.99862934665924E-05,2.85729710991621E-05,2.21066854216839E-05,0.000192335081837,0,9.0051510117279E-05,0,-0.003427847407081,0.000642361271788,0.121053382077,NA
144,225,2001,peer_rev,Coral_Gardening,17.9749654,-67.0465664,None,7,Acropora cervicornis,Acropora,12,NA,1,1,0.1599731,1.52038613135125,0.118447521665671,0.0008106911,0.000648232,0.00043671156,8.0155354E-05,0.00046235722,0.00026778673,0.01107622,0.0025120839,0,0.27302378,0,0.34024873,0.024349459,0.8664699,-4.65460132214833E-05,-5.42037081190342E-05,-3.46554660857443E-05,2.19509563810954E-05,-3.99862934665924E-05,2.85729710991621E-05,2.21066854216839E-05,0.000192335081837,0,9.0051510117279E-05,0,-0.003427847407081,0.000642361271788,0.121053382077,NA
144,230,2001,peer_rev,Coral_Gardening,17.7245968,-64.8347991999999,None,7,Porites astreoides,Porites,21,94.875,1,1,0.41022912,1.65271301989504,0.081015895122894,0.0041937847,0.004962045,0.0006084709,0.00013377696,0.0004837753,0.0003264473,0.048693895,0.015409964,0,0.27791366,0,0.44921142,0.021135189,0.82964057,-0.00039930077566,-0.000313504788077,-6.49976507040926E-05,6.93212771652312E-06,-3.00896748244254E-05,1.10665407687934E-05,-4.04188578779037E-05,0.00062429479916,0,0.000375004519116,0,-0.004400377652862,0.001126445482739,0.084120841053399,94.875
154,561,2006,peer_rev,Coral_Gardening,12.6766338,100.8967847,Natural_Disturbance,1,NA,NA,6,92,NA,NA,0.06908581,1.13202894495573,0.090469621649787,0.011466189,0.10535197,0.009110287,0.000112983704,0.010774078,0.0054606716,0.0810646,0.059215378,0.10269649,0.072632045,0.012907866,0.3428477,0.2451346,0.0732541,0.000154739317738,0.011954560486431,-0.000898889494552,-1.45704598584085E-05,-0.000906727602705,-0.000195358634334,0.000561747361313,0.006745959852229,0.003081244433468,0.000794547728517,0.000257942169397,0.003682909228585,0.039195117083463,0.026056400180096,92
147,599,2014,peer_rev,Coral_Gardening,16.3425356,119.8927296,None,1,Porites cylindrica,Porites,20,90.25,1,1,0.102151915,1.28110528101388,0.093814700482868,0,0.04250134,0.030557346,0.0019403222,0.09948771,0.015414723,0.080004685,0.0004241206,0.07027344,0.2708508,0.011437764,0.2908544,0.031372722,0.33598593,0,0.001336840167642,-0.001821618577973,0.000100829616316,0.002826466479085,0.000117685908282,0.000301274657249,1.78298762131652E-05,-0.001584657180038,0.005192508480766,-0.000380802950398,0.003042014620521,0.00577153107998,0.078894798305224,90.25
197,598,2005,peer_rev,Substrate_Stabilisation,-8.527716,119.4833198,Overfishing,7,NA,NA,36,NA,NA,NA,0.14618756,0.684891114569671,0.067743724127517,0.027864594,0.015173816,0.003193438,0.00023810897,0.019466637,0.005088763,0.08358455,0.00044299298,0.114600874,0.16170675,0.008496895,0.050455797,0.07014868,0.124429226,0.0012490587817,0.000746367888694,0.000326032643418,6.98577377162028E-06,-4.91716306317896E-06,0.000196286881427,0.000317035954107,9.99070815107023E-05,0.001763776418838,0.004826581410386,0.000135835247453,0.001697369766506,0.012646105724641,0.043737297718128,NA
197,598,2005,peer_rev,Substrate_Stabilisation,-8.527716,119.4833198,Overfishing,7,NA,NA,36,NA,NA,NA,0.14618756,0.684891114569671,0.067743724127517,0.027864594,0.015173816,0.003193438,0.00023810897,0.019466637,0.005088763,0.08358455,0.00044299298,0.114600874,0.16170675,0.008496895,0.050455797,0.07014868,0.124429226,0.0012490587817,0.000746367888694,0.000326032643418,6.98577377162028E-06,-4.91716306317896E-06,0.000196286881427,0.000317035954107,9.99070815107023E-05,0.001763776418838,0.004826581410386,0.000135835247453,0.001697369766506,0.012646105724641,0.043737297718128,NA
197,598,2005,peer_rev,Substrate_Stabilisation,-8.527716,119.4833198,Overfishing,1,NA,NA,72,NA,NA,NA,0.14618756,0.684891114569671,0.067743724127517,0.027864594,0.015173816,0.003193438,0.00023810897,0.019466637,0.005088763,0.08358455,0.00044299298,0.114600874,0.16170675,0.008496895,0.050455797,0.07014868,0.124429226,0.0012490587817,0.000746367888694,0.000326032643418,6.98577377162028E-06,-4.91716306317896E-06,0.000196286881427,0.000317035954107,9.99070815107023E-05,0.001763776418838,0.004826581410386,0.000135835247453,0.001697369766506,0.012646105724641,0.043737297718128,NA
137,575,2013,peer_rev,Coral_Gardening,21.1062206,107.8346924,Overfishing,1,NA,NA,24,88.3,NA,NA,0.11799443,1.55257693296087,0.057354290161113,0.056045152,0.18242174,0.29148242,0.02775585,0.028169723,0.0058424827,0.20218372,0.009968083,0.24568366,0.10840285,0.0317361,0.09309394,0.22589904,0.04389218,0.000328476015817,0.008717917380008,0.016819233650511,0.001971184913154,0.000602726833048,0.000426226530478,0.000557696819305,0.000376807885583,-0.003317867896774,0.001869311861017,-0.000164326839149,0.010533850741657,0.016828977993944,0.001804074272513,88.3
126,615,2005,peer_rev,Nursery_Phase,26.501301,127.945404,None,7,Acropora tenuis,Acropora,9,NA,1,1,0.11053122,1.13757053955289,-0.01889037121172,0.026709028,0.034157366,0.0779009,0.0224443,0.04135379,0.005223131,0.047554336,0.015294591,0.04042332,0.20746574,0.010572038,0.31404734,0.07474303,0.21968164,-0.001689787192101,-0.006251789663326,-0.02702518561855,-0.003923189771277,-0.002216437171129,-0.0005959068679,5.05185940048924E-05,0.000601329104128,-0.000638572905551,0.006247188286348,-6.24275935644451E-05,0.000967374173078,0.003803698616949,0.01184281679717,NA
120,169,2017,peer_rev,Coral_Gardening,30,-95.5,NA,1,Acropora cervicornis,Acropora,12,88,1,1,0.013965554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
160,610,1982,peer_rev,Coral_Gardening,9.91622089999999,125.4432657,NA,7,Acropora formosa;Acropora speciosa;Heliopora coerulea;Hydnophora rigida;Millepora platyphylla;Montipora foliosa;Montipora undata;Pocillopora danae;Pocillopora verrucosa;Seriatopora caliendrum;Stylophora danae;Stylophora pistillata,Acropora;Euphyllia;Heliopora;Hydnophora;Millepora;Montipora;Pavona;Pocillopora;Porites;Seriatopora;Stylophora;Symphyllia;Turbinaria,13,60.4375,12,13,0.08532384,0.946042559416541,0.090146176110615,0,0.03673867,0.021408925,0.0016872518,0.08671307,0.011970753,0.088484995,0.0015063167,0.02430313,0.22065139,0.0020891877,0.16796045,0.050381258,0.23214717,0,-0.000781371071935,0.000206524472345,5.52759516391565E-05,0.002804709937085,0.000248141417449,0.000298024713993,0.000110446129375,-0.000799660062925,0.005140728571198,-8.50126644681123E-05,0.002608685737306,0.009316222572869,0.071023460406683,60.4375
130,429,2000,peer_rev,Coral_Gardening,25,34.5,None,7,Acanthastrea hemprichii;Acropora hemprichii;Acropora humilis;Acropora verweyi;Favia stelligera;Pocillopora damicornis;Stylophora pistillata,Acropora;Favia;Pocillopora;Stylophora,12,46.4923076923077,7,4,0.4877867,1.81351571449903,0.126640113822114,0.0077546206,0.008925578,0.0026070406,0.00010616612,0.0055708643,0.0016698558,0.009438074,0.014132913,0.07703987,0.09533298,0.005623111,0.6122693,0.16888767,0.8041578,-0.000375998557799,-0.000830534249756,6.38955759561876E-05,-7.28123480009592E-06,-0.000520328421738,-0.000100010049805,0.000152759499509,0.002041568618072,-0.009528665942972,0.002236777544022,-0.001787145830035,-0.002235254916278,0.032196630469777,0.105333701317961,46.4923076923077
147,603,2010,peer_rev,Coral_Gardening,16.5,121.5,None,7,Acropora tenuis,Acropora,3,22.775,1,1,0.25579116,1.10162192851633,0.068503930655689,0,0.059525523,0.055759728,0.004148439,0.067507915,0.018614916,0.14676897,8.67826E-05,0.19352111,0.11464611,0.015658397,0,0.28437474,0.14100932,0,7.40510834889002E-05,0.000897913222963,2.53177226775073E-05,0.000428166206587,-7.04738565466619E-05,0.001281490651044,-2.69346140240404E-05,-0.001318394595926,0.003305280818181,-0.000108589524065,0,0.032835846462033,0.031180257079276,22.775
129,196,2001,peer_rev,Coral_Gardening,25.0273356,-81.5357506,Human_Disturbance,1,Montastraea faveolata,Montastraea;Montastrea,24,63.8888888888889,1,2,0.29810607,0.628591883877975,0.019800061830492,0.00013348095,0.013580545,0.03367263,0.00022373117,0,0.0043634637,0,0,0,0.083136015,0,0.21244459,0.27407196,0.006965487,1.35365950303491E-06,-0.001050657660446,0.002800960610197,2.00976323288738E-05,0,-0.00022197953129,0,0,0,0.000620672106743,0,-0.003401414643634,0.02026041759686,0.00077061206023,63.8888888888889
129,196,2001,peer_rev,Nursery_Phase,25.0273356,-81.5357506,Human_Disturbance,7,Acropora cervicornis;Acropora palmata,Acropora,10,95.8333333333333,2,1,0.29810607,0.628591883877975,0.019800061830492,0.00013348095,0.013580545,0.03367263,0.00022373117,0,0.0043634637,0,0,0,0.083136015,0,0.21244459,0.27407196,0.006965487,1.35365950303491E-06,-0.001050657660446,0.002800960610197,2.00976323288738E-05,0,-0.00022197953129,0,0,0,0.000620672106743,0,-0.003401414643634,0.02026041759686,0.00077061206023,95.8333333333333
129,196,2001,peer_rev,Coral_Gardening,25.0273356,-81.5357506,Human_Disturbance,7,Acropora cervicornis,Acropora;Montipora,NA,21.4285714285714,1,2,0.29810607,0.628591883877975,0.019800061830492,0.00013348095,0.013580545,0.03367263,0.00022373117,0,0.0043634637,0,0,0,0.083136015,0,0.21244459,0.27407196,0.006965487,1.35365950303491E-06,-0.001050657660446,0.002800960610197,2.00976323288738E-05,0,-0.00022197953129,0,0,0,0.000620672106743,0,-0.003401414643634,0.02026041759686,0.00077061206023,21.4285714285714
164,629,2012,peer_rev,Larval_Enhancement,7.51497999999999,134.58252,None,7,Acropora digitifera;Acropora hyacinthus,Acropora,18,48.075,2,1,3.1932924,0.694923943344706,0.088661052244143,0.00061060674,0.0014342073,3.1636787E-06,0,0.0015732533,0.0005166665,0.0109950565,5.294266E-05,0.0010434757,0.24560553,0.0001321306,0.11982629,0.08566549,0.22746514,-6.90759466537697E-06,3.29475945115767E-05,4.3464391307101E-07,0,7.80195294117386E-05,1.8252238409001E-05,0.000192999509587,-8.75957448442932E-06,1.91179347563197E-05,0.004875072295016,-1.20182250611833E-05,2.6241622187919E-06,0.022754844549027,0.060714425181504,48.075
143,226,1997,peer_rev,Coral_Gardening,18.220833,-66.590149,None,7,Acropora cervicornis,Acropora,12,NA,1,1,0.039697316,2.86869453362591,0.076922712663,0.0016093007,0.063566044,0.0052630585,1.825396E-06,0.0014941004,0.0010883467,1.13696,0.51921225,0,0.17492451,0,0.25251082,0.23095866,0.4811055,-0.000197034724459,-0.004695170304992,-0.001368858414604,9.45930253237749E-08,-0.000116170628462,-1.9811384845525E-05,-4.49592416936484E-05,0.023659195141359,0,8.90863212672198E-05,0,-0.00338334495371,0.010468376631087,0.052531309629029,NA
143,226,1997,peer_rev,Coral_Gardening,18.220833,-66.590149,None,7,Acropora cervicornis,Acropora,3,87.5555555555556,1,1,0.039697316,2.86869453362591,0.076922712663,0.0016093007,0.063566044,0.0052630585,1.825396E-06,0.0014941004,0.0010883467,1.13696,0.51921225,0,0.17492451,0,0.25251082,0.23095866,0.4811055,-0.000197034724459,-0.004695170304992,-0.001368858414604,9.45930253237749E-08,-0.000116170628462,-1.9811384845525E-05,-4.49592416936484E-05,0.023659195141359,0,8.90863212672198E-05,0,-0.00338334495371,0.010468376631087,0.052531309629029,87.5555555555556
166,676,1997,peer_rev,Coral_Gardening,6.8921132,158.2146857,None,7,Acropora cervicornis,Acropora,24,47.4666666666667,1,1,5.811898,0.561376756709664,0.032250111851086,0.00033496864,0.0022276242,4.442233E-05,0,0.0015534543,0.00048090535,0.047527168,0.0011730863,0.008993538,0.22762527,0.0014267046,0.031127242,0.04124179,0.19762059,4.7272730179512E-05,0.000422083438289,-4.70047945617063E-06,0,8.80491559986364E-05,2.2794697327878E-05,9.13865186951395E-05,0.00010871656493,-0.000293669227341,0.005101956562562,-4.63934599379585E-05,0.001070532118055,0.007722138463181,0.017919944768602,47.4666666666667
143,226,1997,peer_rev,Coral_Gardening,18.220833,-66.590149,None,7,Acropora cervicornis,Acropora,3,95,1,1,0.039697316,2.86869453362591,0.076922712663,0.0016093007,0.063566044,0.0052630585,1.825396E-06,0.0014941004,0.0010883467,1.13696,0.51921225,0,0.17492451,0,0.25251082,0.23095866,0.4811055,-0.000197034724459,-0.004695170304992,-0.001368858414604,9.45930253237749E-08,-0.000116170628462,-1.9811384845525E-05,-4.49592416936484E-05,0.023659195141359,0,8.90863212672198E-05,0,-0.00338334495371,0.010468376631087,0.052531309629029,95
143,226,1997,peer_rev,Coral_Gardening,18.220833,-66.590149,None,7,Acropora cervicornis,Acropora,3,60.4666666666667,1,1,0.039697316,2.86869453362591,0.076922712663,0.0016093007,0.063566044,0.0052630585,1.825396E-06,0.0014941004,0.0010883467,1.13696,0.51921225,0,0.17492451,0,0.25251082,0.23095866,0.4811055,-0.000197034724459,-0.004695170304992,-0.001368858414604,9.45930253237749E-08,-0.000116170628462,-1.9811384845525E-05,-4.49592416936484E-05,0.023659195141359,0,8.90863212672198E-05,0,-0.00338334495371,0.010468376631087,0.052531309629029,60.4666666666667
143,224,2001,peer_rev,Coral_Gardening,18.0829054,-67.8927472,Human_Disturbance,7,Acropora palmata,Acropora,24,NA,1,1,0.24568236,1.55849713462654,0.083122378887294,0.0013123663,0.0016148188,0.00059057184,0.000104910396,0.00053821004,0.00032056315,5.5810866E-05,0,0,0.29812706,0,0.33126533,0.0025184548,0.9220491,-7.29326973669231E-05,-0.0001159148259,-1.36150407012213E-05,4.83608538078525E-06,-3.16893240034749E-05,-7.46146728157658E-06,-2.92852498453364E-07,0,0,0.000118804248897,0,-0.002822216261517,4.56896610558034E-05,0.08601717136123,NA
